         Vardas        Pavarde     Galutinis balas
    Vardas89911   Pavarde89911                6.55
    Vardas89913   Pavarde89913                8.04
    Vardas89914   Pavarde89914                5.58
    Vardas89915   Pavarde89915                6.38
    Vardas89916   Pavarde89916                5.58
    Vardas89917   Pavarde89917                6.74
    Vardas89920   Pavarde89920                8.03
    Vardas89922   Pavarde89922                7.69
    Vardas89923   Pavarde89923                7.48
    Vardas89924   Pavarde89924                5.12
    Vardas89925   Pavarde89925                5.43
    Vardas89926   Pavarde89926                5.57
    Vardas89927   Pavarde89927                5.70
    Vardas89929   Pavarde89929                5.71
    Vardas89930   Pavarde89930                5.90
    Vardas89933   Pavarde89933                5.75
    Vardas89934   Pavarde89934                7.68
    Vardas89937   Pavarde89937                7.64
    Vardas89938   Pavarde89938                5.86
    Vardas89940   Pavarde89940                7.45
    Vardas89941   Pavarde89941                5.77
    Vardas89942   Pavarde89942                5.10
    Vardas89943   Pavarde89943                7.49
    Vardas89944   Pavarde89944                5.59
    Vardas89946   Pavarde89946                5.26
    Vardas89951   Pavarde89951                6.96
    Vardas89953   Pavarde89953                5.79
    Vardas89954   Pavarde89954                7.15
    Vardas89956   Pavarde89956                7.13
    Vardas89958   Pavarde89958                6.37
    Vardas89959   Pavarde89959                7.83
    Vardas89967   Pavarde89967                7.31
    Vardas89969   Pavarde89969                5.31
    Vardas89970   Pavarde89970                7.82
    Vardas89971   Pavarde89971                7.87
    Vardas89972   Pavarde89972                7.76
    Vardas89973   Pavarde89973                7.74
    Vardas89974   Pavarde89974                6.22
    Vardas89975   Pavarde89975                7.89
    Vardas89976   Pavarde89976                5.48
    Vardas89977   Pavarde89977                8.21
    Vardas89978   Pavarde89978                6.96
    Vardas89980   Pavarde89980                5.91
    Vardas89981   Pavarde89981                7.94
    Vardas89982   Pavarde89982                7.93
    Vardas89984   Pavarde89984                6.43
    Vardas89985   Pavarde89985                7.18
    Vardas89986   Pavarde89986                7.45
    Vardas89987   Pavarde89987                6.81
    Vardas89988   Pavarde89988                6.82
    Vardas89989   Pavarde89989                7.04
    Vardas89991   Pavarde89991                7.71
    Vardas89995   Pavarde89995                8.28
    Vardas89998   Pavarde89998                6.60
    Vardas89999   Pavarde89999                7.47
    Vardas90000   Pavarde90000                6.38
    Vardas90004   Pavarde90004                6.62
    Vardas90005   Pavarde90005                5.47
    Vardas90006   Pavarde90006                7.32
    Vardas90007   Pavarde90007                6.06
    Vardas90008   Pavarde90008                7.46
    Vardas90011   Pavarde90011                6.06
    Vardas90014   Pavarde90014                6.47
    Vardas90015   Pavarde90015                6.91
    Vardas90016   Pavarde90016                7.11
    Vardas90019   Pavarde90019                6.05
    Vardas90020   Pavarde90020                7.23
    Vardas90021   Pavarde90021                8.27
    Vardas90022   Pavarde90022                7.06
    Vardas90024   Pavarde90024                5.51
    Vardas90026   Pavarde90026                6.47
    Vardas90027   Pavarde90027                8.56
    Vardas90028   Pavarde90028                7.66
    Vardas90029   Pavarde90029                6.35
    Vardas90030   Pavarde90030                6.45
    Vardas90031   Pavarde90031                7.27
    Vardas90032   Pavarde90032                7.60
    Vardas90034   Pavarde90034                5.77
    Vardas90036   Pavarde90036                5.23
    Vardas90037   Pavarde90037                6.01
    Vardas90038   Pavarde90038                8.02
    Vardas90040   Pavarde90040                5.55
    Vardas90041   Pavarde90041                5.11
    Vardas90042   Pavarde90042                9.10
    Vardas90043   Pavarde90043                7.96
    Vardas90044   Pavarde90044                5.19
    Vardas90045   Pavarde90045                6.64
    Vardas90046   Pavarde90046                5.33
    Vardas90048   Pavarde90048                7.68
    Vardas90049   Pavarde90049                5.76
    Vardas90051   Pavarde90051                5.81
    Vardas90052   Pavarde90052                5.36
    Vardas90053   Pavarde90053                5.76
    Vardas90054   Pavarde90054                5.14
    Vardas90055   Pavarde90055                7.33
    Vardas90057   Pavarde90057                5.55
    Vardas90060   Pavarde90060                8.76
    Vardas90061   Pavarde90061                7.93
    Vardas90062   Pavarde90062                7.05
    Vardas90068   Pavarde90068                5.90
    Vardas90071   Pavarde90071                7.65
    Vardas90073   Pavarde90073                6.40
    Vardas90074   Pavarde90074                5.19
    Vardas90076   Pavarde90076                7.65
    Vardas90079   Pavarde90079                8.14
    Vardas90080   Pavarde90080                6.87
    Vardas90081   Pavarde90081                6.92
    Vardas90083   Pavarde90083                6.07
    Vardas90084   Pavarde90084                6.08
    Vardas90085   Pavarde90085                5.94
    Vardas90086   Pavarde90086                6.67
    Vardas90088   Pavarde90088                8.65
    Vardas90089   Pavarde90089                8.07
    Vardas90090   Pavarde90090                5.37
    Vardas90091   Pavarde90091                6.75
    Vardas90092   Pavarde90092                5.36
    Vardas90093   Pavarde90093                6.58
    Vardas90095   Pavarde90095                5.70
    Vardas90098   Pavarde90098                7.83
    Vardas90099   Pavarde90099                7.17
    Vardas90100   Pavarde90100                7.88
    Vardas90101   Pavarde90101                5.94
    Vardas90104   Pavarde90104                6.76
    Vardas90107   Pavarde90107                6.94
    Vardas90109   Pavarde90109                6.85
    Vardas90110   Pavarde90110                8.06
    Vardas90111   Pavarde90111                6.36
    Vardas90112   Pavarde90112                7.99
    Vardas90113   Pavarde90113                7.97
    Vardas90115   Pavarde90115                5.54
    Vardas90116   Pavarde90116                6.34
    Vardas90117   Pavarde90117                5.81
    Vardas90119   Pavarde90119                6.02
    Vardas90120   Pavarde90120                6.58
    Vardas90122   Pavarde90122                8.15
    Vardas90124   Pavarde90124                6.48
    Vardas90126   Pavarde90126                7.29
    Vardas90127   Pavarde90127                6.26
    Vardas90128   Pavarde90128                7.18
    Vardas90129   Pavarde90129                5.70
    Vardas90130   Pavarde90130                8.26
    Vardas90131   Pavarde90131                5.41
    Vardas90132   Pavarde90132                5.04
    Vardas90133   Pavarde90133                6.54
    Vardas90134   Pavarde90134                7.87
    Vardas90138   Pavarde90138                6.08
    Vardas90139   Pavarde90139                6.19
    Vardas90140   Pavarde90140                5.12
    Vardas90141   Pavarde90141                6.57
    Vardas90143   Pavarde90143                5.61
    Vardas90145   Pavarde90145                7.42
    Vardas90146   Pavarde90146                9.14
    Vardas90150   Pavarde90150                5.97
    Vardas90151   Pavarde90151                8.00
    Vardas90152   Pavarde90152                6.42
    Vardas90156   Pavarde90156                6.33
    Vardas90157   Pavarde90157                5.61
    Vardas90158   Pavarde90158                5.14
    Vardas90159   Pavarde90159                6.22
    Vardas90161   Pavarde90161                7.62
    Vardas90162   Pavarde90162                7.14
    Vardas90163   Pavarde90163                6.66
    Vardas90164   Pavarde90164                5.53
    Vardas90166   Pavarde90166                7.71
    Vardas90168   Pavarde90168                5.68
    Vardas90171   Pavarde90171                7.07
    Vardas90172   Pavarde90172                7.10
