         Vardas        Pavarde     Galutinis balas
    Vardas83788   Pavarde83788                2.34
    Vardas83789   Pavarde83789                3.26
    Vardas83791   Pavarde83791                3.55
    Vardas83793   Pavarde83793                3.33
    Vardas83794   Pavarde83794                3.51
    Vardas83798   Pavarde83798                4.39
    Vardas83801   Pavarde83801                2.97
    Vardas83803   Pavarde83803                4.07
    Vardas83805   Pavarde83805                3.23
    Vardas83808   Pavarde83808                4.81
    Vardas83809   Pavarde83809                4.89
    Vardas83812   Pavarde83812                4.07
    Vardas83816   Pavarde83816                3.92
    Vardas83818   Pavarde83818                2.26
    Vardas83820   Pavarde83820                4.14
    Vardas83824   Pavarde83824                4.61
    Vardas83825   Pavarde83825                3.43
    Vardas83828   Pavarde83828                2.66
    Vardas83830   Pavarde83830                3.87
    Vardas83831   Pavarde83831                3.58
    Vardas83836   Pavarde83836                3.17
    Vardas83837   Pavarde83837                4.60
    Vardas83839   Pavarde83839                4.95
    Vardas83840   Pavarde83840                3.86
    Vardas83842   Pavarde83842                4.23
    Vardas83844   Pavarde83844                3.61
    Vardas83845   Pavarde83845                3.34
    Vardas83846   Pavarde83846                4.11
    Vardas83847   Pavarde83847                3.96
    Vardas83851   Pavarde83851                3.25
    Vardas83852   Pavarde83852                3.77
    Vardas83853   Pavarde83853                4.57
    Vardas83854   Pavarde83854                4.91
    Vardas83856   Pavarde83856                3.39
    Vardas83860   Pavarde83860                3.61
    Vardas83861   Pavarde83861                4.65
    Vardas83862   Pavarde83862                3.27
    Vardas83863   Pavarde83863                4.93
    Vardas83871   Pavarde83871                4.39
    Vardas83872   Pavarde83872                3.08
    Vardas83873   Pavarde83873                4.99
    Vardas83877   Pavarde83877                4.55
    Vardas83879   Pavarde83879                4.65
    Vardas83882   Pavarde83882                3.00
    Vardas83883   Pavarde83883                4.19
    Vardas83884   Pavarde83884                4.08
    Vardas83888   Pavarde83888                3.65
    Vardas83896   Pavarde83896                3.91
    Vardas83897   Pavarde83897                3.13
    Vardas83903   Pavarde83903                3.32
    Vardas83906   Pavarde83906                2.76
    Vardas83907   Pavarde83907                3.17
    Vardas83908   Pavarde83908                3.47
    Vardas83910   Pavarde83910                4.45
    Vardas83913   Pavarde83913                4.94
    Vardas83914   Pavarde83914                3.36
    Vardas83920   Pavarde83920                3.60
    Vardas83923   Pavarde83923                4.49
    Vardas83925   Pavarde83925                3.79
    Vardas83926   Pavarde83926                4.22
    Vardas83928   Pavarde83928                3.09
    Vardas83929   Pavarde83929                4.04
    Vardas83932   Pavarde83932                4.34
    Vardas83933   Pavarde83933                4.10
    Vardas83936   Pavarde83936                4.28
    Vardas83938   Pavarde83938                4.67
    Vardas83939   Pavarde83939                4.22
    Vardas83943   Pavarde83943                4.06
    Vardas83946   Pavarde83946                4.67
    Vardas83947   Pavarde83947                4.35
    Vardas83951   Pavarde83951                3.80
    Vardas83954   Pavarde83954                4.51
    Vardas83955   Pavarde83955                4.51
    Vardas83956   Pavarde83956                3.96
    Vardas83958   Pavarde83958                3.87
    Vardas83965   Pavarde83965                3.00
    Vardas83966   Pavarde83966                3.39
    Vardas83967   Pavarde83967                3.64
    Vardas83970   Pavarde83970                3.42
    Vardas83971   Pavarde83971                4.59
    Vardas83973   Pavarde83973                4.01
    Vardas83974   Pavarde83974                4.17
    Vardas83975   Pavarde83975                3.41
    Vardas83983   Pavarde83983                4.78
    Vardas83987   Pavarde83987                3.06
    Vardas83988   Pavarde83988                4.60
    Vardas83989   Pavarde83989                4.68
    Vardas83992   Pavarde83992                4.68
    Vardas83993   Pavarde83993                2.51
    Vardas83995   Pavarde83995                4.53
    Vardas83996   Pavarde83996                4.71
    Vardas84000   Pavarde84000                4.05
    Vardas84007   Pavarde84007                3.64
    Vardas84008   Pavarde84008                3.90
    Vardas84010   Pavarde84010                4.06
    Vardas84011   Pavarde84011                2.88
    Vardas84018   Pavarde84018                4.84
    Vardas84020   Pavarde84020                4.65
    Vardas84022   Pavarde84022                4.10
    Vardas84023   Pavarde84023                3.63
    Vardas84025   Pavarde84025                4.39
    Vardas84028   Pavarde84028                3.85
    Vardas84029   Pavarde84029                3.20
    Vardas84035   Pavarde84035                4.42
    Vardas84036   Pavarde84036                2.88
    Vardas84040   Pavarde84040                3.93
    Vardas84042   Pavarde84042                2.46
    Vardas84043   Pavarde84043                4.87
    Vardas84044   Pavarde84044                3.96
    Vardas84045   Pavarde84045                3.55
    Vardas84050   Pavarde84050                4.91
    Vardas84051   Pavarde84051                3.78
    Vardas84052   Pavarde84052                4.07
    Vardas84055   Pavarde84055                3.18
    Vardas84057   Pavarde84057                4.79
    Vardas84058   Pavarde84058                2.96
    Vardas84060   Pavarde84060                3.75
    Vardas84061   Pavarde84061                3.34
    Vardas84065   Pavarde84065                3.89
    Vardas84068   Pavarde84068                4.37
    Vardas84069   Pavarde84069                4.80
    Vardas84071   Pavarde84071                3.10
    Vardas84076   Pavarde84076                3.40
    Vardas84079   Pavarde84079                2.13
    Vardas84080   Pavarde84080                3.60
    Vardas84082   Pavarde84082                4.68
    Vardas84084   Pavarde84084                4.50
    Vardas84085   Pavarde84085                4.55
    Vardas84087   Pavarde84087                4.03
    Vardas84090   Pavarde84090                3.97
    Vardas84093   Pavarde84093                4.31
    Vardas84095   Pavarde84095                2.87
    Vardas84098   Pavarde84098                4.29
    Vardas84099   Pavarde84099                4.07
    Vardas84100   Pavarde84100                3.88
    Vardas84101   Pavarde84101                3.83
    Vardas84102   Pavarde84102                3.67
    Vardas84104   Pavarde84104                3.08
    Vardas84106   Pavarde84106                3.58
    Vardas84109   Pavarde84109                4.16
    Vardas84111   Pavarde84111                3.22
    Vardas84113   Pavarde84113                3.11
    Vardas84118   Pavarde84118                1.89
    Vardas84119   Pavarde84119                3.38
    Vardas84120   Pavarde84120                4.31
    Vardas84123   Pavarde84123                4.21
    Vardas84126   Pavarde84126                3.03
    Vardas84128   Pavarde84128                4.83
    Vardas84131   Pavarde84131                3.74
    Vardas84134   Pavarde84134                3.60
    Vardas84136   Pavarde84136                3.62
    Vardas84137   Pavarde84137                4.06
    Vardas84141   Pavarde84141                4.83
    Vardas84145   Pavarde84145                4.18
    Vardas84147   Pavarde84147                2.00
    Vardas84149   Pavarde84149                3.75
    Vardas84150   Pavarde84150                4.39
    Vardas84165   Pavarde84165                3.99
    Vardas84166   Pavarde84166                3.46
    Vardas84171   Pavarde84171                3.49
    Vardas84172   Pavarde84172                4.01
    Vardas84174   Pavarde84174                4.80
    Vardas84175   Pavarde84175                4.53
    Vardas84176   Pavarde84176                3.80
    Vardas84177   Pavarde84177                4.22
    Vardas84179   Pavarde84179                2.52
    Vardas84180   Pavarde84180                2.68
